year,agencyName,countyName,numOfficers,numOfficersPer1000
2021,Oviedo Police Department,Seminole,71,1.77
2021,Palatka Police Department,Putnam,35,3.34
2021,Palm Bay Police Department,Brevard,161,1.31
2021,Palm Beach Gardens Police Department,Palm Beach,144,2.41
2021,Palm Beach Police Department,Palm Beach,70,7.57
2021,Palm Springs Public Safety Department,Palm Beach,44,1.64
2021,Palmetto Police Department,Manatee,38,2.85
2021,Panama City Beach Police Department,Bay,81,4.31
2021,Panama City Police Department,Bay,96,2.77
2021,Parker Police Department,Bay,11,2.73
2021,Pembroke Pines Police Department,Broward,263,1.54
2021,Pensacola Police Department,Escambia,170,3.12
2021,Perry Police Department,Taylor,21,3.04
2021,Pinecrest Police Department,Miami-Dade,49,2.66
2021,Pinellas Park Police Department,Pinellas,98,1.81
2021,Plant City Police Department,Hillsborough,67,1.67
2021,Plantation Police Department,Broward,173,1.87
2021,Ponce Inlet Police Department,Volusia,14,4.14
2021,Port Orange Police Department,Volusia,78,1.23
2021,Port Richey Police Department,Pasco,19,5.97
2021,Port St. Joe Police Department,Gulf,11,3.10
2021,Port St. Lucie Police Department,St. Lucie,256,1.19
2021,Punta Gorda Police Department,Charlotte,40,2.04
2021,Quincy Police Department,Gadsden,25,3.17
2021,Riviera Beach Police Department,Palm Beach,117,3.07
2021,Rockledge Police Department,Brevard,56,2.01
2021,Sanford Police Department,Seminole,132,2.13
2021,Sanibel Police Department,Lee,29,4.50
2021,Sarasota Police Department,Sarasota,178,3.21
2021,Satellite Beach Police Department,Brevard,25,2.21
2021,Sea Ranch Lakes Police Department,Broward,13,24.30
2021,Sebastian Police Department,Indian River,41,1.61
2021,Sebring Police Department,Highlands,36,3.30
2021,Seminole Police Department,Broward,157,NULL
2021,Sewalls Point Police Department,Martin,9,4.51
2021,Shalimar Police Department,Okaloosa,5,6.55
2021,Sneads Police Department,Jackson,10,5.86
2021,South Daytona Police Department,Volusia,27,2.05
2021,South Miami Police Department,Miami-Dade,51,4.23
2021,Springfield Police Department,Bay,28,3.45
2021,St. Augustine Beach Police Department,St. Johns,18,2.61
2021,St. Augustine Police Department,St. Johns,57,3.81
2021,St. Cloud Police Department,Osceola,100,1.64
2021,St. Petersburg Police Department,Pinellas,591,2.27
2021,Starke Police Department,Bradford,19,3.28
2021,Stuart Police Department,Martin,48,2.71
2021,Sunny Isles Beach Police Department,Miami-Dade,52,2.30
2021,Sunrise Police Department,Broward,192,1.97
2021,Surfside Police Department,Miami-Dade,31,5.54
2021,Sweetwater Police Department,Miami-Dade,68,3.41
2021,Tallahassee Police Department,Leon,396,2.00
2021,Tampa Police Department,Hillsborough,1043,2.66
2021,Tarpon Springs Police Department,Pinellas,53,2.09
2021,Tavares Police Department,Lake,30,1.53
2021,Temple Terrace Police Department,Hillsborough,55,2.04
2021,Tequesta Police Department,Palm Beach,19,3.09
2021,Titusville Police Department,Brevard,87,1.77
2021,Treasure Island Police Department,Pinellas,18,2.74
2021,Trenton Department Of Public Safety,Gilchrist,3,1.45
2021,Umatilla Police Department,Lake,10,2.64
2021,Valparaiso Police Department,Okaloosa,13,2.71
2021,Venice Police Department,Sarasota,50,1.92
2021,Vero Beach Police Department,Indian River,56,3.41
2021,Virginia Gardens Police Department,Miami-Dade,26,10.97
2021,Volusia County Beach Safety,Volusia,60,NULL
2021,Volusia County Department Of Public Protection,Volusia,6,NULL
2021,Wauchula Police Department,Hardee,15,3.08
2021,Welaka Police Department,Putnam,1,1.39
2021,West Melbourne Police Department,Brevard,49,1.74
2021,West Miami Police Department,Miami-Dade,28,3.85
2021,West Palm Beach Police Department,Palm Beach,299,2.51
2021,Wildwood Police Department,Sumter,38,1.82
2021,Williston Police Department,Levy,19,6.25
2021,Wilton Manors Police Department,Broward,31,2.68
2021,Windermere Police Department,Orange,21,6.88
2021,Winter Garden Police Department,Orange,82,1.73
2021,Winter Haven Police Department,Polk,100,1.96
2021,Winter Park Police Department,Orange,78,2.60
2021,Winter Springs Police Department,Seminole,54,1.39
2021,Zephyrhills Police Department,Pasco,33,1.86
2020,Alachua Police Department,Alachua,30,2.87
2020,Altamonte Springs Police Department,Seminole,98,2.16
2020,Altha Police Department,Calhoun,7,13.06
2020,Apalachicola Police Department,Franklin,8,3.40
2020,Apopka Police Department,Orange,109,2.03
2020,Arcadia Police Department,DeSoto,24,3.01
2020,Astatula Police Department,Lake,10,5.21
2020,Atlantic Beach Police Department,Duval,28,2.03
2020,Atlantis Police Department,Palm Beach,15,7.30
2020,Auburndale Police Department,Polk,40,2.34
2020,Aventura Police Department,Miami-Dade,87,2.29
2020,Bal Harbour Village Police Department,Miami-Dade,34,11.60
2020,Bartow Police Department,Polk,40,1.93
2020,Bay Harbor Islands Police Department,Miami-Dade,24,3.94
2020,Belleair Police Department,Pinellas,19,4.64
2020,Belleview Police Department,Marion,17,3.19
2020,Biscayne Park Police Department,Miami-Dade,40,12.57
2020,Blountstown Police Department,Calhoun,19,7.87
2020,Boca Raton Police Department,Palm Beach,210,2.21
2020,Bonifay Police Department,Holmes,10,3.69
2020,Bowling Green Police Department,Hardee,6,2.06
2020,Boynton Beach Police Department,Palm Beach,140,1.78
2020,Bradenton Beach Police Department,Manatee,12,10.10
2020,Bradenton Police Department,Manatee,128,2.18
2020,Bunnell Police Department,Flagler,14,3.99
2020,Cape Coral Police Department,Lee,238,1.27
2020,Carrabelle Police Department,Franklin,8,3.03
2020,Casselberry Police Department,Seminole,48,1.58
2020,Cedar Key Police Department,Levy,10,13.77
2020,Center Hill Police Department,Sumter,14,12.03
2020,Chattahoochee Police Department,Gadsden,12,3.63
2020,Chiefland Police Department,Levy,12,5.41
2020,Chipley Police Department,Washington,16,4.44
2020,City of Belle Isle Police Department,Orange,18,2.44
2020,Clearwater Police Department,Pinellas,240,2.03
2020,Clermont Police Department,Lake,78,1.76
2020,Clewiston Police Department,Hendry,26,3.24
2020,Cocoa Beach Police Department,Brevard,39,3.42
2020,Cocoa Police Department,Brevard,70,3.62
2020,Coconut Creek Police Department,Broward,110,1.87
2020,Coral Gables Police Department,Miami-Dade,225,4.40
2020,Coral Springs Police Department,Broward,226,1.75
2020,Cottondale Police Department,Jackson,6,6.97
2020,Crescent City Police Department,Putnam,7,4.41
2020,Crestview Police Department,Okaloosa,43,1.64
2020,Cross City Police Department,Dixie,10,5.79
2020,Dade City Police Department,Pasco,29,3.92
2020,Davenport Police Department,Polk,15,2.05
2020,Davie Police Department,Broward,192,1.83
2020,Daytona Beach Police Department,Volusia,286,4.07
2020,Daytona Beach Shores Dept. of Public Safety,Volusia,35,7.80
2020,DeFuniak Springs Police Department,Walton,20,3.54
2020,Deland Police Department,Volusia,66,1.78
2020,Delray Beach Police Department,Palm Beach,164,2.44
2020,Doral Police Department,Miami-Dade,156,2.19
2020,Dunnellon Police Department,Marion,12,6.44
2020,Eatonville Police Department,Orange,15,6.38
2020,Edgewater Police Department,Volusia,31,1.30
2020,Edgewood Police Department,Orange,14,5.02
2020,El Portal Police Department,Miami-Dade,18,8.39
2020,Eustis Police Department,Lake,37,1.71
2020,Fellsmere Police Department,Indian River,8,1.41
2020,Fernandina Beach Police Department,Nassau,45,3.32
2020,Flagler Beach Police Department,Flagler,15,3.15
2020,Florida City Police Department,Miami-Dade,39,2.91
2020,Fort Lauderdale Police Department,Broward,512,2.70
2020,Fort Myers Police Department,Lee,227,2.45
2020,Fort Pierce Police Department,St. Lucie,120,2.70
2020,Fort Walton Beach Police Department,Okaloosa,49,2.33
2020,Fruitland Park Police Department,Lake,21,2.06
2020,Gainesville Police Department,Alachua,252,1.87
2020,Golden Beach Police Department,Miami-Dade,29,30.75
2020,Graceville Police Department,Jackson,10,4.50
2020,Green Cove Springs Police Department,Clay,25,3.10
2020,Gretna Police Department,Gadsden,9,5.40
2020,Groveland Police Department,Lake,40,1.95
2020,Gulf Breeze Police Department,Santa Rosa,27,4.57
2020,Gulf Stream Police Department,Palm Beach,12,11.63
2020,Gulfport Police Department,Pinellas,30,2.38
2020,Haines City Police Department,Polk,56,2.05
2020,Hallandale Beach Police Department,Broward,93,2.33
2020,Havana Police Department,Gadsden,14,7.45
2020,Hialeah Gardens Police Department,Miami-Dade,44,1.86
2020,Hialeah Police Department,Miami-Dade,272,1.13
2020,High Springs Police Department,Alachua,20,3.01
2020,Highland Beach Police Department,Palm Beach,17,4.65
2020,Hillsboro Beach Police Department,Broward,17,8.78
2020,Holly Hill Police Department,Volusia,26,2.10
2020,Hollywood Police Department,Broward,316,2.08
2020,Holmes Beach Police Department,Manatee,19,4.86
2020,Homestead Police Department,Miami-Dade,134,1.76
2020,Howey-In-The-Hills Police Department,Lake,13,7.64
2020,Indialantic Police Department,Brevard,12,4.16
2020,Indian Creek Village Public Safety,Miami-Dade,18,206.90
2020,Indian Harbour Beach Police Department,Brevard,21,2.40
2020,Indian River Shores Public Safety Dept.,Indian River,32,7.31
2020,Indian Shores Police Department,Pinellas,18,12.17
2020,Interlachen Police Department,Putnam,6,4.37
2020,Jacksonville Beach Police Department,Duval,69,2.95
2020,Jasper Police Department,Hamilton,7,2.65
2020,Jennings Police Department,Hamilton,2,2.30
2020,Juno Beach Police Department,Palm Beach,15,4.33
2020,Jupiter Inlet Colony Police Department,Palm Beach,11,26.57
2020,Jupiter Island Public Safety Department,Martin,23,27.15
2020,Jupiter Police Department,Palm Beach,113,1.79
2020,Kenneth City Police Department,Pinellas,17,3.30
2020,Key Biscayne Police Department,Miami-Dade,38,2.94
2020,Key Colony Beach Police Department,Monroe,4,5.03
2020,Key West Police Department,Monroe,97,3.90
2020,Kissimmee Police Department,Osceola,144,1.90
2020,Lady Lake Police Department,Lake,25,1.59
2020,Lake Alfred Police Department,Polk,11,1.73
2020,Lake City Police Department,Columbia,38,3.09
2020,Lake Clarke Shores Police Department,Palm Beach,16,4.67
2020,Lake Hamilton Police Department,Polk,8,5.14
2020,Lake Helen Police Department,Volusia,14,4.91
2020,Lake Mary Police Department,Seminole,47,2.67
2020,Lake Placid Police Department,Highlands,11,3.87
2020,Lake Wales Police Department,Polk,48,2.93
2020,Lakeland Police Department,Polk,242,2.22
2020,Lantana Police Department,Palm Beach,34,2.81
2020,Largo Police Department,Pinellas,149,1.76
2020,Lauderhill Police Department,Broward,116,1.60
2020,Lawtey Police Department,Bradford,12,16.48
2020,Leesburg Police Department,Lake,64,2.61
2020,Lighthouse Point Police Department,Broward,36,3.42
2020,Live Oak Police Department,Suwannee,21,3.05
2020,Longboat Key Police Department,Manatee,21,2.96
2020,Longwood Police Department,Seminole,45,2.81
2020,Lynn Haven Police Department,Bay,40,1.98
2020,Madison Police Department,Madison,14,4.83
2020,Maitland Police Department,Orange,51,2.42
2020,Manalapan Police Department,Palm Beach,17,39.72
2020,Marco Island Police Department,Collier,37,2.10
2020,Margate Police Department,Broward,114,1.92
2020,Marianna Police Department,Jackson,23,3.70
2020,Mascotte Police Department,Lake,13,2.02
2020,Medley Police Department,Miami-Dade,38,38.19
2020,Melbourne Beach Police Department,Brevard,10,3.17
2020,Melbourne Police Department,Brevard,151,1.79
2020,Melbourne Village Police Department,Brevard,10,14.77
2020,Miami Beach Police Department,Miami-Dade,455,4.83
2020,Miami Gardens Police Department,Miami-Dade,214,1.87
2020,Miami Police Department,Miami-Dade,1422,2.86
2020,Miami Shores Police Department,Miami-Dade,49,4.53
2020,Miami Springs Police Department,Miami-Dade,44,3.09
2020,Miccosukee Police Department,Miami-Dade,56,NULL
2020,Midway Police Department,Gadsden,7,2.02
2020,Milton Police Department,Santa Rosa,19,1.76
2020,Miramar Police Department,Broward,216,1.56
2020,Monticello Police Department,Jefferson,6,2.46
2020,Mount Dora Police Department,Lake,42,2.76
2020,Naples Police Department,Collier,67,3.18
2020,Neptune Beach Police Department,Duval,21,2.92
2020,New Port Richey Police Department,Pasco,44,2.60
2020,New Smyrna Beach Police Department,Volusia,44,1.54
2020,Niceville Police Department,Okaloosa,30,2.00
2020,North Bay Village Police Department,Miami-Dade,31,3.42
2020,North Miami Beach Police Department,Miami-Dade,121,2.54
2020,North Miami Police Department,Miami-Dade,127,1.95
2020,North Palm Beach Police Department,Palm Beach,44,3.43
2020,North Port Police Department,Sarasota,120,1.55
2020,Oakland Police Department,Orange,17,4.46
2020,Ocala Police Department,Marion,192,3.10
2020,Ocean Ridge Police Department,Palm Beach,20,10.79
2020,Ocoee Police Department,Orange,87,1.75
2020,Okeechobee Police Department,Okeechobee,27,4.75
2020,Opa Locka Police Department,Miami-Dade,63,3.48
2020,Orange City Police Department,Volusia,23,1.85
2020,Orange Park Police Department,Clay,27,3.11
2020,Orlando Police Department,Orange,877,2.93
2020,Ormond Beach Police Department,Volusia,68,1.63
2020,Oviedo Police Department,Seminole,70,1.74
2020,Palatka Police Department,Putnam,34,3.16
2020,Palm Bay Police Department,Brevard,165,1.39
2020,Palm Beach Gardens Police Department,Palm Beach,149,2.63
2020,Palm Beach Police Department,Palm Beach,65,7.73
2020,Palm Springs Public Safety Department,Palm Beach,44,1.84
2020,Palmetto Police Department,Manatee,37,2.71
2020,Panama City Beach Police Department,Bay,83,6.06
2020,Panama City Police Department,Bay,92,2.67
2020,Parker Police Department,Bay,11,2.85
2020,Pembroke Pines Police Department,Broward,266,1.57
2020,Pensacola Police Department,Escambia,164,2.96
2020,Perry Police Department,Taylor,20,2.88
2020,Pinecrest Police Department,Miami-Dade,49,2.63
2020,Pinellas Park Police Department,Pinellas,101,1.86
2020,Plant City Police Department,Hillsborough,69,1.73
2020,Plantation Police Department,Broward,178,1.96
2020,Ponce Inlet Police Department,Volusia,15,4.68
2020,Port Orange Police Department,Volusia,82,1.31
2020,Port Richey Police Department,Pasco,16,5.25
2020,Port St. Joe Police Department,Gulf,10,2.67
2020,Port St. Lucie Police Department,St. Lucie,248,1.22
2020,Punta Gorda Police Department,Charlotte,40,1.96
2020,Quincy Police Department,Gadsden,26,3.28
2020,Riviera Beach Police Department,Palm Beach,121,3.36
2020,Rockledge Police Department,Brevard,52,1.86
2020,Sanford Police Department,Seminole,136,2.20
2020,Sanibel Police Department,Lee,27,3.94
2020,Sarasota Police Department,Sarasota,177,3.07
2020,Satellite Beach Police Department,Brevard,21,1.93
2020,Sea Ranch Lakes Police Department,Broward,12,17.60
2020,Sebastian Police Department,Indian River,41,1.60
2020,Sebring Police Department,Highlands,35,3.12
2020,Seminole Police Department,Broward,140,NULL
2020,Sewalls Point Police Department,Martin,9,4.23
2020,Shalimar Police Department,Okaloosa,4,4.74
2020,Sneads Police Department,Jackson,13,7.64
2020,South Daytona Police Department,Volusia,28,2.15
2020,South Miami Police Department,Miami-Dade,54,4.19
2020,Springfield Police Department,Bay,25,2.80
2020,St. Augustine Beach Police Department,St. Johns,21,3.06
2020,St. Augustine Police Department,St. Johns,62,4.05
2020,St. Cloud Police Department,Osceola,104,2.04
2020,St. Petersburg Police Department,Pinellas,588,2.17
2020,Starke Police Department,Bradford,17,3.11
2020,Stuart Police Department,Martin,51,3.04
2020,Sunny Isles Beach Police Department,Miami-Dade,52,2.18
2020,Sunrise Police Department,Broward,189,2.00
2020,Surfside Police Department,Miami-Dade,31,5.17
2020,Sweetwater Police Department,Miami-Dade,68,3.04
2020,Tallahassee Police Department,Leon,379,1.91
2020,Tampa Police Department,Hillsborough,1059,2.69
2020,Tarpon Springs Police Department,Pinellas,53,2.04
2020,Tavares Police Department,Lake,26,1.49
2020,Temple Terrace Police Department,Hillsborough,51,1.90
2020,Tequesta Police Department,Palm Beach,20,3.40
2020,Titusville Police Department,Brevard,84,1.73
2020,Treasure Island Police Department,Pinellas,19,2.74
2020,Trenton Department of Public Safety,Gilchrist,3,1.34
2020,Umatilla Police Department,Lake,11,2.62
2020,Valparaiso Police Department,Okaloosa,13,2.40
2020,Venice Police Department,Sarasota,49,2.04
2020,Vero Beach Police Department,Indian River,58,3.44
2020,Virginia Gardens Police Department,Miami-Dade,29,11.89
2020,Volusia County Beach Safety,Volusia,58,NULL
2020,Volusia County Department of Public Protection,Volusia,6,NULL
2020,Wauchula Police Department,Hardee,17,3.24
2020,Welaka Police Department,Putnam,1,1.38
2020,West Melbourne Police Department,Brevard,52,2.05
2020,West Miami Police Department,Miami-Dade,29,3.25
2020,West Palm Beach Police Department,Palm Beach,302,2.59
2020,White Springs Police Department,Hamilton,8,9.73
2020,Wildwood Police Department,Sumter,36,2.07
2020,Williston Police Department,Levy,21,7.23
2020,Wilton Manors Police Department,Broward,34,2.64
2020,Windermere Police Department,Orange,20,6.61
2020,Winter Garden Police Department,Orange,73,1.51
2020,Winter Haven Police Department,Polk,92,1.96
2020,Winter Park Police Department,Orange,75,2.45
2020,Winter Springs Police Department,Seminole,52,1.34
2020,Zephyrhills Police Department,Pasco,33,1.93
2019,Alachua Police Department,Alachua,28,2.72
2019,Altamonte Springs Police Department,Seminole,95,2.10
2019,Altha Police Department,Calhoun,6,11.61
2019,Apalachicola Police Department,Franklin,8,3.42
2019,Apopka Police Department,Orange,113,2.16
2019,Arcadia Police Department,DeSoto,23,2.96
2019,Astatula Police Department,Lake,10,5.16
2019,Atlantic Beach Police Department,Duval,30,2.18
2019,Atlantis Police Department,Palm Beach,17,8.35
2019,Auburndale Police Department,Polk,36,2.18
2019,Aventura Police Department,Miami-Dade,87,2.29
2019,Bal Harbour Village Police Department,Miami-Dade,30,10.26
2019,Bartow Police Department,Polk,44,2.24
2019,Bay Harbor Islands Police Department,Miami-Dade,24,3.97
2019,Belleair Police Department,Pinellas,19,4.69
2019,Belleview Police Department,Marion,16,3.03
2019,Biscayne Park Police Department,Miami-Dade,44,13.78
2019,Blountstown Police Department,Calhoun,20,8.29
2019,Boca Raton Police Services Department,Palm Beach,201,2.13
2019,Bonifay Police Department,Holmes,10,3.63
2019,Bowling Green Police Department,Hardee,7,2.39
2019,Boynton Beach Police Department,Palm Beach,145,1.87
2019,Bradenton Beach Police Department,Manatee,12,9.98
2019,Bradenton Police Department,Manatee,125,2.19
2019,Bunnell Police Department,Flagler,13,3.97
2019,Cape Coral Police Department,Lee,229,1.23
2019,Carrabelle Police Department,Franklin,8,2.77
2019,Casselberry Police Department,Seminole,51,1.70
2019,Cedar Key Police Department,Levy,9,12.61
2019,Center Hill Police Department,Sumter,8,6.97
2019,Chattahoochee Police Department,Gadsden,11,3.56
2019,Chiefland Police Department,Levy,12,5.38
2019,Chipley Police Department,Washington,16,4.48
2019,City of Belle Isle Police Department,Orange,19,2.58
2019,Clearwater Police Department,Pinellas,244,2.09
2019,Clermont Police Department,Lake,77,1.89
2019,Clewiston Police Department,Hendry,22,2.76
2019,Cocoa Beach Police Department,Brevard,36,3.16
2019,Cocoa Police Department,Brevard,69,3.57
2019,Coconut Creek Police Department,Broward,108,1.84
2019,Coral Gables Police Department,Miami-Dade,216,4.27
2019,Coral Springs Police Department,Broward,229,1.77
2019,Cottondale Police Department,Jackson,7,8.18
2019,Crescent City Police Department,Putnam,7,4.42
2019,Crestview Police Department,Okaloosa,50,1.95
2019,Cross City Police Department,Dixie,9,5.38
2019,Dade City Police Department,Pasco,30,4.10
2019,Davenport Police Department,Polk,13,2.15
2019,Davie Police Department,Broward,183,1.76
2019,Daytona Beach Police Department,Volusia,285,4.23
2019,Daytona Beach Shores Public Safety Department,Volusia,38,8.69
2019,DeFuniak Springs Police Department,Walton,20,3.55
2019,DeLand Police Department,Volusia,68,1.90
2019,Delray Beach Police Department,Palm Beach,165,2.46
2019,Doral Police Department,Miami-Dade,145,2.06
2019,Dunnellon Police Department,Marion,9,4.97
2019,Eatonville Police Department,Orange,17,7.24
2019,Edgewater Police Department,Volusia,31,1.32
2019,Edgewood Police Department,Orange,16,5.89
2019,El Portal Police Department,Miami-Dade,16,7.44
2019,Eustis Police Department,Lake,40,1.87
2019,Fellsmere Police Department,Indian River,11,1.96
2019,Fernandina Beach Police Department,Nassau,42,3.25
2019,Flagler Beach Police Department,Flagler,15,3.18
2019,Florida City Police Department,Miami-Dade,36,2.72
2019,Fort Lauderdale Police Department,Broward,522,2.80
2019,Fort Myers Police Department,Lee,222,2.53
2019,Fort Pierce Police Department,St. Lucie,129,2.96
2019,Fort Walton Beach Police Department,Okaloosa,45,2.15
2019,Fruitland Park Police Department,Lake,20,1.98
2019,Gainesville Police Department,Alachua,256,1.92
2019,Golden Beach Police Department,Miami-Dade,28,29.57
2019,Graceville Police Department,Jackson,9,4.02
2019,Green Cove Springs Police Department,Clay,25,3.19
2019,Gretna Police Department,Gadsden,8,4.83
2019,Groveland Police Department,Lake,36,1.97
2019,Gulf Breeze Police Department,Santa Rosa,28,4.79
2019,Gulf Stream Police Department,Palm Beach,11,10.66
2019,Gulfport Police Department,Pinellas,31,2.46
2019,Haines City Police Department,Polk,55,2.15
2019,Hallandale Beach Police Department,Broward,97,2.44
2019,Havana Police Department,Gadsden,15,7.95
2019,Hialeah Gardens Police Department,Miami-Dade,45,1.90
2019,Hialeah Police Department,Miami-Dade,290,1.21
2019,High Springs Police Department,Alachua,18,2.79
2019,Highland Beach Police Department,Palm Beach,18,4.90
2019,Hillsboro Beach Police Department,Broward,17,8.77
2019,Holly Hill Police Department,Volusia,28,2.30
2019,Hollywood Police Department,Broward,298,1.98
2019,Holmes Beach Police Department,Manatee,19,4.84
